"idtdestinatario","codigofabrica","nombre","domicilio","idlocalidad","codigopostal","localidad","provincia","pais","tipodestinatario","descripcion","full_address","gps_coords"
"100000003179","1-2875","INTESAR OBRADOR ITA IBATE","RUTA NACIONAL 12 KM 1183","5784.0","0.0","ITA IBATE","CORRIENTES","ARGENTINA                                         ","OTROS DESTINOS","INTESAR OBRADOR ITA IBATE (RUTA NACIONAL 12 KM 1183 Loc.ITA IBATE)","RUTA NACIONAL 12 KM 1183, ITA IBATE, CORRIENTES, ARGENTINA, 0.0, INTESAR OBRADOR ITA IBATE (RUTA NACIONAL 12 KM 1183 Loc.ITA IBATE)",""
"100000003180","1-2876","MAYCAR S.A. SUC. POSADAS","RUTA 12 ENTRE 160 Y 166 KM 15.5","4380.0","0.0","POSADAS","MISIONES","ARGENTINA                                         ","OTROS DESTINOS","MAYCAR S.A. SUC. POSADAS (RUTA 12 ENTRE 160 Y 166 KM 15.5 Loc.POSADAS)","RUTA 12 ENTRE 160 Y 166 KM 15.5, POSADAS, MISIONES, ARGENTINA, 0.0, MAYCAR S.A. SUC. POSADAS (RUTA 12 ENTRE 160 Y 166 KM 15.5 Loc.POSADAS)",""
"100000003181","1-2877","MADERAS SUCRE S.A.","DOCENTES ARGENTINOS 6541","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","MADERAS SUCRE S.A. (DOCENTES ARGENTINOS 6541 Loc.CORDOBA)","DOCENTES ARGENTINOS 6541, CORDOBA, CORDOBA, ARGENTINA, 0.0, MADERAS SUCRE S.A. (DOCENTES ARGENTINOS 6541 Loc.CORDOBA)",""
"100000003182","1-2878","NAUM LIFAN","BICENTENARIO DE LA INDEPENDENCIA NACIONAL 25","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","NAUM LIFAN (BICENTENARIO DE LA INDEPENDENCIA NACIONAL 25 Loc.CORDOBA)","BICENTENARIO DE LA INDEPENDENCIA NACIONAL 25, CORDOBA, CORDOBA, ARGENTINA, 0.0, NAUM LIFAN (BICENTENARIO DE LA INDEPENDENCIA NACIONAL 25 Loc.CORDOBA)",""
"100000003183","1-2879","SEÑALIZACION INTEGRAL S.R.L.","MAGALLANES 1546","1134.0","0.0","LANUS","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","SEÑALIZACION INTEGRAL S.R.L. (MAGALLANES 1546 Loc.LANUS)","MAGALLANES 1546, LANUS, BUENOS AIRES, ARGENTINA, 0.0, SEÑALIZACION INTEGRAL S.R.L. (MAGALLANES 1546 Loc.LANUS)",""
"100000000349","1-288","PIETRODARCHI; MAURICIO","ROSARIO","1652.0","0.0","ROSARIO (SANTA FE)","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","PIETRODARCHI; MAURICIO (ROSARIO Loc.ROSARIO (SANTA FE))","ROSARIO, ROSARIO (SANTA FE), SANTA FE, ARGENTINA, 0.0, PIETRODARCHI; MAURICIO (ROSARIO Loc.ROSARIO (SANTA FE))",""
"100000003184","1-2880","VALTRONIC S.A.","IRALA 383","30556.0","0.0","LA BOCA","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","VALTRONIC S.A. (IRALA 383 Loc.LA BOCA)","IRALA 383, LA BOCA, CAPITAL FEDERAL, ARGENTINA, 0.0, VALTRONIC S.A. (IRALA 383 Loc.LA BOCA)",""
"100000003185","1-2881","HUARPE DE RESPONSABILIDAD LIMITADA","BENAVIDEZ OESTE 836","14197.0","0.0","SAN JUAN(SAN JUAN)","SAN JUAN","ARGENTINA                                         ","OTROS DESTINOS","HUARPE DE RESPONSABILIDAD LIMITADA (BENAVIDEZ OESTE 836 Loc.SAN JUAN(SAN JUAN))","BENAVIDEZ OESTE 836, SAN JUAN(SAN JUAN), SAN JUAN, ARGENTINA, 0.0, HUARPE DE RESPONSABILIDAD LIMITADA (BENAVIDEZ OESTE 836 Loc.SAN JUAN(SAN JUAN))",""
"100000003186","1-2882","INDUSTRIAS LEAR DE ARGENTINA S.R.L.","VENIER S/N ESQUINA PAGLIANO","2079.0","0.0","SAN FRANCISCO (DPTO.SAN JUSTO) CBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","INDUSTRIAS LEAR DE ARGENTINA S.R.L. (VENIER S/N ESQUINA PAGLIANO Loc.SAN FRANCISCO (DPTO.SAN JUSTO) CBA)","VENIER S/N ESQUINA PAGLIANO, SAN FRANCISCO (DPTO.SAN JUSTO) CBA, CORDOBA, ARGENTINA, 0.0, INDUSTRIAS LEAR DE ARGENTINA S.R.L. (VENIER S/N ESQUINA PAGLIANO Loc.SAN FRANCISCO (DPTO.SAN JUSTO) CBA)",""
"100000003187","1-2883","COMBIBLOC S.R.L.","DESCARTES 3520","791.0","0.0","TORTUGUITAS ","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","COMBIBLOC S.R.L. (DESCARTES 3520 Loc.TORTUGUITAS )","DESCARTES 3520, TORTUGUITAS, BUENOS AIRES, ARGENTINA, 0.0, COMBIBLOC S.R.L. (DESCARTES 3520 Loc.TORTUGUITAS )",""
"100000003188","1-2884","ARCOR S.A.I.C. - LA CAMPAGNOLA SAN JUAN","AGUSTIN GOMEZ 1189","14102.0","0.0","VILLA KRAUSE","SAN JUAN","ARGENTINA                                         ","OTROS DESTINOS","ARCOR S.A.I.C. - LA CAMPAGNOLA SAN JUAN (AGUSTIN GOMEZ 1189 Loc.VILLA KRAUSE)","AGUSTIN GOMEZ 1189, VILLA KRAUSE, SAN JUAN, ARGENTINA, 0.0, ARCOR S.A.I.C. - LA CAMPAGNOLA SAN JUAN (AGUSTIN GOMEZ 1189 Loc.VILLA KRAUSE)",""
"100000003189","1-2885","DEPOSITO PLN","DESCARTES 3520","791.0","0.0","TORTUGUITAS ","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","DEPOSITO PLN (DESCARTES 3520 Loc.TORTUGUITAS )","DESCARTES 3520, TORTUGUITAS, BUENOS AIRES, ARGENTINA, 0.0, DEPOSITO PLN (DESCARTES 3520 Loc.TORTUGUITAS )",""
"100000003190","1-2886","CLAUDIA ADRIANA SANCHEZ (CABRAL MAYORISTA)","SARGENTO CABRAL ESTE 1170","14197.0","0.0","SAN JUAN(SAN JUAN)","SAN JUAN","ARGENTINA                                         ","OTROS DESTINOS","CLAUDIA ADRIANA SANCHEZ (CABRAL MAYORISTA) (SARGENTO CABRAL ESTE 1170 Loc.SAN JUAN(SAN JUAN))","SARGENTO CABRAL ESTE 1170, SAN JUAN(SAN JUAN), SAN JUAN, ARGENTINA, 0.0, CLAUDIA ADRIANA SANCHEZ (CABRAL MAYORISTA) (SARGENTO CABRAL ESTE 1170 Loc.SAN JUAN(SAN JUAN))",""
"100000003191","1-2887","SUPERMERCADOS MAYORISTAS MAKRO S.A. SUC. POSADAS","RUTA 12 Nº 10650","4380.0","0.0","POSADAS","MISIONES","ARGENTINA                                         ","OTROS DESTINOS","SUPERMERCADOS MAYORISTAS MAKRO S.A. SUC. POSADAS (RUTA 12 Nº 10650 Loc.POSADAS)","RUTA 12 Nº 10650, POSADAS, MISIONES, ARGENTINA, 0.0, SUPERMERCADOS MAYORISTAS MAKRO S.A. SUC. POSADAS (RUTA 12 Nº 10650 Loc.POSADAS)",""
"100000003192","1-2888","SUPERMERCADOS MAYORISTAS MAKRO S.A. SUC. BAHIA BLANCA","AV. CABRERA 4162","19171.0","0.0","BAHIA BLANCA(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","SUPERMERCADOS MAYORISTAS MAKRO S.A. SUC. BAHIA BLANCA (AV. CABRERA 4162 Loc.BAHIA BLANCA(BUENOS AIRES))","AV. CABRERA 4162, BAHIA BLANCA(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, SUPERMERCADOS MAYORISTAS MAKRO S.A. SUC. BAHIA BLANCA (AV. CABRERA 4162 Loc.BAHIA BLANCA(BUENOS AIRES))",""
"100000003193","1-2889","SUPER CORDOBA A GRANEL S.A.","AV. DON BOSCO 3850","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","SUPER CORDOBA A GRANEL S.A. (AV. DON BOSCO 3850 Loc.CORDOBA)","AV. DON BOSCO 3850, CORDOBA, CORDOBA, ARGENTINA, 0.0, SUPER CORDOBA A GRANEL S.A. (AV. DON BOSCO 3850 Loc.CORDOBA)",""
"100000000350","1-289","MARTIN; GUILLERMO","BARILOCHE 135","19694.0","0.0","LAS GRUTAS","RIO NEGRO","ARGENTINA                                         ","OTROS DESTINOS","MARTIN; GUILLERMO (BARILOCHE 135 Loc.LAS GRUTAS)","BARILOCHE 135, LAS GRUTAS, RIO NEGRO, ARGENTINA, 0.0, MARTIN; GUILLERMO (BARILOCHE 135 Loc.LAS GRUTAS)",""
"100000003194","1-2890","CARBO SAN LUIS S.A.","CALLE 106 ENTRE 6 Y 8","15062.0","0.0","SAN LUIS(SAN LUIS)","SAN LUIS","ARGENTINA                                         ","OTROS DESTINOS","CARBO SAN LUIS S.A. (CALLE 106 ENTRE 6 Y 8 Loc.SAN LUIS(SAN LUIS))","CALLE 106 ENTRE 6 Y 8, SAN LUIS(SAN LUIS), SAN LUIS, ARGENTINA, 0.0, CARBO SAN LUIS S.A. (CALLE 106 ENTRE 6 Y 8 Loc.SAN LUIS(SAN LUIS))",""
"100000003195","1-2891","COOPERATIVA OBRERA LTDA.","ACCESO SUR PUERTO 18","19171.0","0.0","BAHIA BLANCA(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","COOPERATIVA OBRERA LTDA. (ACCESO SUR PUERTO 18 Loc.BAHIA BLANCA(BUENOS AIRES))","ACCESO SUR PUERTO 18, BAHIA BLANCA(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, COOPERATIVA OBRERA LTDA. (ACCESO SUR PUERTO 18 Loc.BAHIA BLANCA(BUENOS AIRES))",""
"100000003196","1-2892","MEIP INGENIERIA S.R.L.","VIEYTES 859","223.0","0.0","VILLA MARTELLI","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","MEIP INGENIERIA S.R.L. (VIEYTES 859 Loc.VILLA MARTELLI)","VIEYTES 859, VILLA MARTELLI, CAPITAL FEDERAL, ARGENTINA, 0.0, MEIP INGENIERIA S.R.L. (VIEYTES 859 Loc.VILLA MARTELLI)",""
"100000003197","1-2893","SUPERMERCADOS MAYORISRA MAKRO S.A SUC. SAN JUAN","RN 40 Y CALLE CANO","14197.0","0.0","SAN JUAN(SAN JUAN)","SAN JUAN","ARGENTINA                                         ","OTROS DESTINOS","SUPERMERCADOS MAYORISRA MAKRO S.A SUC. SAN JUAN (RN 40 Y CALLE CANO Loc.SAN JUAN(SAN JUAN))","RN 40 Y CALLE CANO, SAN JUAN(SAN JUAN), SAN JUAN, ARGENTINA, 0.0, SUPERMERCADOS MAYORISRA MAKRO S.A SUC. SAN JUAN (RN 40 Y CALLE CANO Loc.SAN JUAN(SAN JUAN))",""
"100000003198","1-2894","QUESERIA Y FIAMBRERIA DON ANGEL S.A.","RUTA 202 Nº 2211","234.0","0.0","DON TORCUATO","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","QUESERIA Y FIAMBRERIA DON ANGEL S.A. (RUTA 202 Nº 2211 Loc.DON TORCUATO)","RUTA 202 Nº 2211, DON TORCUATO, BUENOS AIRES, ARGENTINA, 0.0, QUESERIA Y FIAMBRERIA DON ANGEL S.A. (RUTA 202 Nº 2211 Loc.DON TORCUATO)",""
"100000003199","1-2895","MILLAN S.A.","ALVAREZ CONDARCO 740","13964.0","0.0","LAS HERAS(MENDOZA)","MENDOZA","ARGENTINA                                         ","OTROS DESTINOS","MILLAN S.A. (ALVAREZ CONDARCO 740 Loc.LAS HERAS(MENDOZA))","ALVAREZ CONDARCO 740, LAS HERAS(MENDOZA), MENDOZA, ARGENTINA, 0.0, MILLAN S.A. (ALVAREZ CONDARCO 740 Loc.LAS HERAS(MENDOZA))",""
"100000003200","1-2896","DEPOSITO FISCAL","S/N","1083.0","0.0","EZEIZA","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","DEPOSITO FISCAL (S/N Loc.EZEIZA)","S/N, EZEIZA, BUENOS AIRES, ARGENTINA, 0.0, DEPOSITO FISCAL (S/N Loc.EZEIZA)",""
"100000003201","1-2897","ESTACION TERMICA PILAR","RUTA PROV. Nº 13 KM 5,5","17085.0","0.0","PILAR(CORDOBA)","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","ESTACION TERMICA PILAR (RUTA PROV. Nº 13 KM 5,5 Loc.PILAR(CORDOBA))","RUTA PROV. Nº 13 KM 5,5, PILAR(CORDOBA), CORDOBA, ARGENTINA, 0.0, ESTACION TERMICA PILAR (RUTA PROV. Nº 13 KM 5,5 Loc.PILAR(CORDOBA))",""
"100000003202","1-2898","TERMINAL DE CARGAS AEREAS S.A.","AEROPUERTO INTERNACIONAL DE EZEIZA","1083.0","0.0","EZEIZA","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","TERMINAL DE CARGAS AEREAS S.A. (AEROPUERTO INTERNACIONAL DE EZEIZA Loc.EZEIZA)","AEROPUERTO INTERNACIONAL DE EZEIZA, EZEIZA, BUENOS AIRES, ARGENTINA, 0.0, TERMINAL DE CARGAS AEREAS S.A. (AEROPUERTO INTERNACIONAL DE EZEIZA Loc.EZEIZA)",""
"100000003203","1-2899","MINISTERIO DE SALUD CORDOBA","AV. LA VOZ DEL INTERIOR 6051","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","MINISTERIO DE SALUD CORDOBA (AV. LA VOZ DEL INTERIOR 6051 Loc.CORDOBA)","AV. LA VOZ DEL INTERIOR 6051, CORDOBA, CORDOBA, ARGENTINA, 0.0, MINISTERIO DE SALUD CORDOBA (AV. LA VOZ DEL INTERIOR 6051 Loc.CORDOBA)",""
"100000003204","1-2900","TECNO FUNDACIONES SRL","RUTA","11416.0","0.0","RIO PRIMERO","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","TECNO FUNDACIONES SRL (RUTA Loc.RIO PRIMERO)","RUTA, RIO PRIMERO, CORDOBA, ARGENTINA, 0.0, TECNO FUNDACIONES SRL (RUTA Loc.RIO PRIMERO)",""
"100000003205","1-2901","SOWIC S.A.","AV. DEL JAPON 1500","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","SOWIC S.A. (AV. DEL JAPON 1500 Loc.CORDOBA)","AV. DEL JAPON 1500, CORDOBA, CORDOBA, ARGENTINA, 0.0, SOWIC S.A. (AV. DEL JAPON 1500 Loc.CORDOBA)",""
"100000003206","1-2902","DEPOSITO GARIN","OBISPO MALVAR Y PINTO 1740","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","DEPOSITO GARIN (OBISPO MALVAR Y PINTO 1740 Loc.CORDOBA)","OBISPO MALVAR Y PINTO 1740, CORDOBA, CORDOBA, ARGENTINA, 0.0, DEPOSITO GARIN (OBISPO MALVAR Y PINTO 1740 Loc.CORDOBA)",""
"100000003207","1-2903","DEPOSITO GARIN","LAS QUINTAS ESQUINA LOS HORNOS","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","DEPOSITO GARIN (LAS QUINTAS ESQUINA LOS HORNOS Loc.CORDOBA)","LAS QUINTAS ESQUINA LOS HORNOS, CORDOBA, CORDOBA, ARGENTINA, 0.0, DEPOSITO GARIN (LAS QUINTAS ESQUINA LOS HORNOS Loc.CORDOBA)",""
"100000003208","1-2904","INGEMAR S.A.","BULNES 2250","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","INGEMAR S.A. (BULNES 2250 Loc.CORDOBA)","BULNES 2250, CORDOBA, CORDOBA, ARGENTINA, 0.0, INGEMAR S.A. (BULNES 2250 Loc.CORDOBA)",""
"100000003209","1-2905","INGEMAR S.A.","VELEZ SARSFIELD 6515","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","INGEMAR S.A. (VELEZ SARSFIELD 6515 Loc.CORDOBA)","VELEZ SARSFIELD 6515, CORDOBA, CORDOBA, ARGENTINA, 0.0, INGEMAR S.A. (VELEZ SARSFIELD 6515 Loc.CORDOBA)",""
"100000003210","1-2906","OBRADOR ACLADE - ESTANCIA LA VALENTINA","RUTA NACIONAL Nº 8 KM. 564","15306.0","0.0","REDUCCION(CORDOBA)","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","OBRADOR ACLADE - ESTANCIA LA VALENTINA (RUTA NACIONAL Nº 8 KM. 564 Loc.REDUCCION(CORDOBA))","RUTA NACIONAL Nº 8 KM. 564, REDUCCION(CORDOBA), CORDOBA, ARGENTINA, 0.0, OBRADOR ACLADE - ESTANCIA LA VALENTINA (RUTA NACIONAL Nº 8 KM. 564 Loc.REDUCCION(CORDOBA))",""
"100000003211","1-2907","INALPA S.A.","BATISTONI 1168","1686.0","0.0","PAVON ARRIBA","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","INALPA S.A. (BATISTONI 1168 Loc.PAVON ARRIBA)","BATISTONI 1168, PAVON ARRIBA, SANTA FE, ARGENTINA, 0.0, INALPA S.A. (BATISTONI 1168 Loc.PAVON ARRIBA)",""
"100000003212","1-2908","ECHEGARAY GUILLERMO EMILIO","BV. SANTA FE 48","2174.0","0.0","LA FRANCIA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","ECHEGARAY GUILLERMO EMILIO (BV. SANTA FE 48 Loc.LA FRANCIA)","BV. SANTA FE 48, LA FRANCIA, CORDOBA, ARGENTINA, 0.0, ECHEGARAY GUILLERMO EMILIO (BV. SANTA FE 48 Loc.LA FRANCIA)",""
"100000003213","1-2909","BRESSO JULIO NORBERTO","VELEZ SARFIELD 400","11514.0","0.0","MIRAMAR(CORDOBA)","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","BRESSO JULIO NORBERTO (VELEZ SARFIELD 400 Loc.MIRAMAR(CORDOBA))","VELEZ SARFIELD 400, MIRAMAR(CORDOBA), CORDOBA, ARGENTINA, 0.0, BRESSO JULIO NORBERTO (VELEZ SARFIELD 400 Loc.MIRAMAR(CORDOBA))",""
"100000000353","1-291","ALVEAR - CORRIENTES","ALVEAR - CORRIENTES","4685.0","0.0","ALVEAR(CORRIENTES)","CORRIENTES","ARGENTINA                                         ","OTROS DESTINOS","ALVEAR - CORRIENTES (ALVEAR - CORRIENTES Loc.ALVEAR(CORRIENTES))","ALVEAR - CORRIENTES, ALVEAR(CORRIENTES), CORRIENTES, ARGENTINA, 0.0, ALVEAR - CORRIENTES (ALVEAR - CORRIENTES Loc.ALVEAR(CORRIENTES))",""
"100000003214","1-2910","AMUCHASTEGUI RUBEN ALBERTO","BELGRANO 1445","2198.0","0.0","ARROYITO(CORDOBA)","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","AMUCHASTEGUI RUBEN ALBERTO (BELGRANO 1445 Loc.ARROYITO(CORDOBA))","BELGRANO 1445, ARROYITO(CORDOBA), CORDOBA, ARGENTINA, 0.0, AMUCHASTEGUI RUBEN ALBERTO (BELGRANO 1445 Loc.ARROYITO(CORDOBA))",""
"100000003215","1-2911","DISKIM S.A.","PAMPA 3165","967.0","0.0","SAN JUSTO(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","DISKIM S.A. (PAMPA 3165 Loc.SAN JUSTO(BUENOS AIRES))","PAMPA 3165, SAN JUSTO(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, DISKIM S.A. (PAMPA 3165 Loc.SAN JUSTO(BUENOS AIRES))",""
"100000003216","1-2912","CENTER S.R.L. ","JJ BRUNO Y 33 OESTE","4219.0","0.0","CONCEPCION DEL URUGUAY","ENTRE RIOS","ARGENTINA                                         ","OTROS DESTINOS","CENTER S.R.L. (JJ BRUNO Y 33 OESTE Loc.CONCEPCION DEL URUGUAY)","JJ BRUNO Y 33 OESTE, CONCEPCION DEL URUGUAY, ENTRE RIOS, ARGENTINA, 0.0, CENTER S.R.L. (JJ BRUNO Y 33 OESTE Loc.CONCEPCION DEL URUGUAY)",""
"100000003217","1-2913","GOYDAN S.A.","AV. SANTOS ORTIZ 1228","15062.0","0.0","SAN LUIS(SAN LUIS)","SAN LUIS","ARGENTINA                                         ","OTROS DESTINOS","GOYDAN S.A. (AV. SANTOS ORTIZ 1228 Loc.SAN LUIS(SAN LUIS))","AV. SANTOS ORTIZ 1228, SAN LUIS(SAN LUIS), SAN LUIS, ARGENTINA, 0.0, GOYDAN S.A. (AV. SANTOS ORTIZ 1228 Loc.SAN LUIS(SAN LUIS))",""
"100000003218","1-2914","ZAVARONI JOSE MAXIMILIANO","RIO SALADO 274","15062.0","0.0","SAN LUIS(SAN LUIS)","SAN LUIS","ARGENTINA                                         ","OTROS DESTINOS","ZAVARONI JOSE MAXIMILIANO (RIO SALADO 274 Loc.SAN LUIS(SAN LUIS))","RIO SALADO 274, SAN LUIS(SAN LUIS), SAN LUIS, ARGENTINA, 0.0, ZAVARONI JOSE MAXIMILIANO (RIO SALADO 274 Loc.SAN LUIS(SAN LUIS))",""
"100000003219","1-2915","MAPEI ARGENTINA SA - CENTRO DE DISTRIBUCION CORDOBA","AV. AMADEO SABATTINI 8161","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","MAPEI ARGENTINA SA - CENTRO DE DISTRIBUCION CORDOBA (AV. AMADEO SABATTINI 8161 Loc.CORDOBA)","AV. AMADEO SABATTINI 8161, CORDOBA, CORDOBA, ARGENTINA, 0.0, MAPEI ARGENTINA SA - CENTRO DE DISTRIBUCION CORDOBA (AV. AMADEO SABATTINI 8161 Loc.CORDOBA)",""
"100000003220","1-2916","COBAL S.A.","CHILE 66","4126.0","0.0","VILLAGUAY","ENTRE RIOS","ARGENTINA                                         ","OTROS DESTINOS","COBAL S.A. (CHILE 66 Loc.VILLAGUAY)","CHILE 66, VILLAGUAY, ENTRE RIOS, ARGENTINA, 0.0, COBAL S.A. (CHILE 66 Loc.VILLAGUAY)",""
"100000003221","1-2917","TECHINT INGENIERIA Y CONSTRUCCION S.A.C.I. SUC. TUCUMAN","EL BRACHO","7158.0","0.0","EL BRACHO","TUCUMAN","ARGENTINA                                         ","OTROS DESTINOS","TECHINT INGENIERIA Y CONSTRUCCION S.A.C.I. SUC. TUCUMAN (EL BRACHO Loc.EL BRACHO)","EL BRACHO, EL BRACHO, TUCUMAN, ARGENTINA, 0.0, TECHINT INGENIERIA Y CONSTRUCCION S.A.C.I. SUC. TUCUMAN (EL BRACHO Loc.EL BRACHO)",""
"100000003222","1-2918","CORGET S.A.","RUTA 9 KM X","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","CORGET S.A. (RUTA 9 KM X Loc.CORDOBA)","RUTA 9 KM X, CORDOBA, CORDOBA, ARGENTINA, 0.0, CORGET S.A. (RUTA 9 KM X Loc.CORDOBA)",""
"100000003223","1-2919","BARTOLINO MARCELO RUBEN Y FULGENZI MARCELO ANTONIO S.H.","ZONA RURAL","11952.0","0.0","AGUA DE ORO (DEPTO. COLON)","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","BARTOLINO MARCELO RUBEN Y FULGENZI MARCELO ANTONIO S.H. (ZONA RURAL Loc.AGUA DE ORO (DEPTO. COLON))","ZONA RURAL, AGUA DE ORO (DEPTO. COLON), CORDOBA, ARGENTINA, 0.0, BARTOLINO MARCELO RUBEN Y FULGENZI MARCELO ANTONIO S.H. (ZONA RURAL Loc.AGUA DE ORO (DEPTO. COLON))",""
"100000000354","1-292","NATALIO AUTOMOTORES","9 DE JULIO 232","1652.0","0.0","ROSARIO (SANTA FE)","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","NATALIO AUTOMOTORES (9 DE JULIO 232 Loc.ROSARIO (SANTA FE))","9 DE JULIO 232, ROSARIO (SANTA FE), SANTA FE, ARGENTINA, 0.0, NATALIO AUTOMOTORES (9 DE JULIO 232 Loc.ROSARIO (SANTA FE))",""
"100000003224","1-2920","GOMEZ CONSTRUSHOP S.A.","AV. CENTENARIO 290","15062.0","0.0","SAN LUIS(SAN LUIS)","SAN LUIS","ARGENTINA                                         ","OTROS DESTINOS","GOMEZ CONSTRUSHOP S.A. (AV. CENTENARIO 290 Loc.SAN LUIS(SAN LUIS))","AV. CENTENARIO 290, SAN LUIS(SAN LUIS), SAN LUIS, ARGENTINA, 0.0, GOMEZ CONSTRUSHOP S.A. (AV. CENTENARIO 290 Loc.SAN LUIS(SAN LUIS))",""
"100000003225","1-2921","PANICHELI VILMA EVA","ENTRE RIOS Y ALVEAR","2392.0","0.0","FIRMAT","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","PANICHELI VILMA EVA (ENTRE RIOS Y ALVEAR Loc.FIRMAT)","ENTRE RIOS Y ALVEAR, FIRMAT, SANTA FE, ARGENTINA, 0.0, PANICHELI VILMA EVA (ENTRE RIOS Y ALVEAR Loc.FIRMAT)",""
"100000003226","1-2922","CORRALON AVELLANEDA S.R.L.","AVELLANEDA 750","2443.0","0.0","LABORDE","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","CORRALON AVELLANEDA S.R.L. (AVELLANEDA 750 Loc.LABORDE)","AVELLANEDA 750, LABORDE, CORDOBA, ARGENTINA, 0.0, CORRALON AVELLANEDA S.R.L. (AVELLANEDA 750 Loc.LABORDE)",""
"100000003227","1-2923","TORTUL ANIBAL AMERICO","PTE ILLIA 105","4323.0","0.0","COLON(ENTRE RIOS)","ENTRE RIOS","ARGENTINA                                         ","OTROS DESTINOS","TORTUL ANIBAL AMERICO (PTE ILLIA 105 Loc.COLON(ENTRE RIOS))","PTE ILLIA 105, COLON(ENTRE RIOS), ENTRE RIOS, ARGENTINA, 0.0, TORTUL ANIBAL AMERICO (PTE ILLIA 105 Loc.COLON(ENTRE RIOS))",""
"100000003228","1-2924","DISBRANS S.R.L.","AV PTE PERON 3118","33334.0","0.0","PALOMAR","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","DISBRANS S.R.L. (AV PTE PERON 3118 Loc.PALOMAR)","AV PTE PERON 3118, PALOMAR, BUENOS AIRES, ARGENTINA, 0.0, DISBRANS S.R.L. (AV PTE PERON 3118 Loc.PALOMAR)",""
"100000003229","1-2925","GRUPO PROIM S.A.","OMBU 5654","1047.0","0.0","LA TABLADA(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","GRUPO PROIM S.A. (OMBU 5654 Loc.LA TABLADA(BUENOS AIRES))","OMBU 5654, LA TABLADA(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, GRUPO PROIM S.A. (OMBU 5654 Loc.LA TABLADA(BUENOS AIRES))",""
"100000003230","1-2926","FAPA S.A.","CARLOS PELLEGRINI 337","1211.0","0.0","MONTE GRANDE(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","FAPA S.A. (CARLOS PELLEGRINI 337 Loc.MONTE GRANDE(BUENOS AIRES))","CARLOS PELLEGRINI 337, MONTE GRANDE(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, FAPA S.A. (CARLOS PELLEGRINI 337 Loc.MONTE GRANDE(BUENOS AIRES))",""
